title,time,location,tags,url
Multimodal Data,1:00 pm – 3:00 pm,603,DATASETS & BENCHMARKS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728584/?widget=primary
Biology and Health,1:00 pm – 3:00 pm,604,DATASETS & BENCHMARKS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728585/?widget=primary
PhD Consortium,1:00 pm – 3:00 pm,605,PHD CONSORTIUM,
Tree-Based and Graph-Based Methods,1:00 pm – 3:00 pm,703,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4796459/?widget=primary
Advertising 1,1:00 pm – 3:00 pm,705,ADS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728587/?widget=primary
User Modeling and Behavior Prediction,1:00 pm – 3:00 pm,707,ADS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728588/?widget=primary
Structured Data: Graph and Point Clouds,1:00 pm – 3:00 pm,709,ADS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728589/?widget=primary
Logistics,1:00 pm – 3:00 pm,711,ADS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728591/?widget=primary
Quantum & Neural Time-Series Models,1:00 pm – 3:00 pm,712,RESEARCH TRACK,https://kdd2025.kdd.org/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728592/?widget=primary
Graph Neural Networks 6,1:00 pm – 3:00 pm,715,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728593/?widget=primary
Graph-Based Methods 1,1:00 pm – 3:00 pm,717,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728594/?widget=primary
Efficient Language Models,1:00 pm – 3:00 pm,701 A,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728595/?widget=primary
Generative Models and Dynamic Systems,1:00 pm – 3:00 pm,701 B,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728596/?widget=primary
Security in AI Systems,1:00 pm – 3:00 pm,713 A,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728597/?widget=primary
Efficient Data Processing,1:00 pm – 3:00 pm,714 A,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728598/?widget=primary
Multimodality and Healthcare,1:00 pm – 3:00 pm,714 B,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728599/?widget=primary
Undergradute & Masters Consortium,1:00 pm – 3:00 pm,716 A,UNDERGRADUATE & MASTERS CONSORTIUM,
AI & Science Day,1:00 pm – 5:30 pm,716 B,SPECIAL DAY,https://sites.google.com/usc.edu/ai-for-science-day/home
ADS Invited Talks - Yaron Singer & Deepak Agarwal,1:00 pm – 3:00 pm,718 A,ADS INVITED TALK,
Graph Learning 1,1:00 pm – 3:00 pm,718 B,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728600/?widget=primary
Advancements in AI-Assisted Optimization,1:00 pm – 3:00 pm,801 A,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728601/?widget=primary
Machine Learning Optimization 3,1:00 pm – 3:00 pm,801 B,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728602/?widget=primary
Spatio-Temporal Modeling 2,3:30 pm – 5:30 pm,601,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728603/?widget=primary
Trajectory Modeling and Analysis 2,3:30 pm – 5:30 pm,602,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728604/?widget=primary
Applications III,3:30 pm – 5:30 pm,603,DATASETS & BENCHMARKS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728605/?widget=primary
Recommendation and Trust,3:30 pm – 5:30 pm,604,DATASETS & BENCHMARKS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728606/?widget=primary
"Forecasting, Anomaly Detection and Resiliency",3:30 pm – 5:30 pm,705,ADS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728608/?widget=primary
"Agents, Tool Use, and Retrieval",3:30 pm – 5:30 pm,707,ADS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728609/?widget=primary
Content moderation and policy violation detection,3:30 pm – 5:30 pm,709,ADS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728610/?widget=primary
Mobility,3:30 pm – 5:30 pm,711,ADS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728611/?widget=primary
LLM and Transformer Applications,3:30 pm – 5:30 pm,712,ADS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728612/?widget=primary
Graph Neural Networks 7,3:30 pm – 5:30 pm,715,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728613/?widget=primary
Graph Neural Networks 8,3:30 pm – 5:30 pm,717,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728614/?widget=primary
Graph Robustness,3:30 pm – 5:30 pm,701 A,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728615/?widget=primary
Graph-Based Methods 2,3:30 pm – 5:30 pm,701 B,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728616/?widget=primary
Causal Inference and Discovery,3:30 pm – 5:30 pm,713 A,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728617/?widget=primary
Federated Learning 2,3:30 pm – 5:30 pm,714 A,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728618/?widget=primary
Machine Learning in Healthcare,3:30 pm – 5:30 pm,714 B,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728619/?widget=primary
"PhD, Undergradute & Masters Consortium",3:30 pm – 5:30 pm,716 A,UNDERGRADUATE & MASTERS CONSORTIUM,
ADS Invited Talks - Marc Najork & Chris Wiggins,3:30 pm – 5:30 pm,718 A,ADS INVITED TALK,
Graph Learning 2,3:30 pm – 5:30 pm,718 B,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728621/?widget=primary
Graph Embedding and Clustering Methods,3:30 pm – 5:30 pm,801 A,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728622/?widget=primary
Language Models and Knowledge Graphs,3:30 pm – 5:30 pm,801 B,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728623/?widget=primary
SIGKDD Business Updates & Townhall,5:45 pm – 6:45 pm,Exhibit Hall G,GENERAL SESSION,
KDD Annual Celebration,6:45 pm – 8:00 pm,Exhibit Hall E,,
KDD Luggage Storage,7:30 am – 3:45 pm,605,LUGGAGE STORAGE,
KDD 2025 Registration,7:30 am – 3:00 pm,600 Registration Area,REGISTRATION,
AI Reasoning Day,8:00 am – 4:30 pm,718 A,SPECIAL DAY,https://ai-reasoning.github.io/
Spatio-Temporal Modeling 3,8:15 am – 10:15 am,601,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4638758/?widget=primary
Logic-Enhanced AI Techniques,8:15 am – 10:15 am,602,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728625/?widget=primary
AI for Science II,8:15 am – 10:15 am,604,DATASETS & BENCHMARKS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728626/?widget=primary
Cloud and Devices,8:15 am – 10:15 am,703,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728627/?widget=primary
Advertising 2,8:15 am – 10:15 am,705,ADS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728628/?widget=primary
Video and Multimodal Recommendations 1,8:15 am – 10:15 am,707,ADS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728629/?widget=primary
Recommender Systems 1,8:15 am – 10:15 am,709,ADS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728630/?widget=primary
Medical and Biologal Applications,8:15 am – 10:15 am,711,ADS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728631/?widget=primary
Graph Algorithms 2,8:15 am – 10:15 am,715,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728632/?widget=primary
Graph Learning 3,8:15 am – 10:15 am,717,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728633/?widget=primary
Recommender Systems 4,8:15 am – 10:15 am,701 A,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728634/?widget=primary
Recommender Systems 5,8:15 am – 10:15 am,701 B,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728635/?widget=primary
Reinforcement Learning and Urban Applications,8:15 am – 10:15 am,713 A,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728636/?widget=primary
Fair and Scalable Data Summarization,8:15 am – 10:15 am,714 A,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728637/?widget=primary
AI in Code and Biosciences,8:15 am – 10:15 am,714 B,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728638/?widget=primary
Graph Prompt Learning,8:15 am – 10:15 am,718 B,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728639/?widget=primary
Interpretable Machine Learning,8:15 am – 10:15 am,801 A,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728640/?widget=primary
Machine Learning Optimization 4,8:15 am – 10:15 am,801 B,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728641/?widget=primary
Expo Hall Open,10:15 am – 3:00 pm,Exhibit Hall E,,
Keynote Address: Meaning and Intelligence in Language Models: From History and Philosophy to Universal Transformers and Web Agents,10:45 am – 12:00 pm,Exhibit Hall G,GENERAL SESSION,
Spatio-Temporal Modeling 4,1:00 pm – 3:00 pm,601,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4638765/?widget=primary
Object-Centric and Multimodal Learning,1:00 pm – 3:00 pm,602,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728643/?widget=primary
Multi-Agent Systems,1:00 pm – 3:00 pm,703,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728644/?widget=primary
Experimentation and A/B Testing,1:00 pm – 3:00 pm,705,ADS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728645/?widget=primary
Video and Multimodal Recommendations 2,1:00 pm – 3:00 pm,707,ADS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728646/?widget=primary
Medical Applications and Life Sciences,1:00 pm – 3:00 pm,711,ADS TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728648/?widget=primary
Graph and Cognitive Diagnosis Models,1:00 pm – 3:00 pm,715,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728649/?widget=primary
Graph-Based Methods 3,1:00 pm – 3:00 pm,717,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728650/?widget=primary
Recommender Systems 6,1:00 pm – 3:00 pm,701 A,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728651/?widget=primary
Recommender Systems 7,1:00 pm – 3:00 pm,701 B,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728652/?widget=primary
Marketing and Engagement,1:00 pm – 3:00 pm,713 A,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728653/?widget=primary
Federated Learning 3,1:00 pm – 3:00 pm,714 A,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728654/?widget=primary
AI in Sciences,1:00 pm – 3:00 pm,714 B,RESEARCH TRACK,https://kdd2025.kdd.org/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728655/?widget=primary
Graph Learning 4,1:00 pm – 3:00 pm,718 B,RESEARCH TRACK,https://whova.com/embedded/session/bMmjr7UCYdEHcXQvuqfVt0Si3cTgbY5AgOHyJZbjDyk%3D/4728656/?widget=primary
